model_type,clf,parameters,auc-roc,r_at_5,r_at_10,r_at_20,r_at_30,r_at_35,r_at_40,p_at_5,p_at_10,p_at_20,p_at_30,p_at_35,p_at_40
KNN,"KNeighborsClassifier(algorithm='kd_tree', leaf_size=30, metric='minkowski',
                     metric_params=None, n_jobs=None, n_neighbors=100, p=2,
                     weights='distance')","{'algorithm': 'ball_tree', 'n_neighbors': 100, 'weights': 'uniform'}",0.64113633,0.064285714,0.15,0.271428571,0.378571429,0.478571429,0.478571429,0.059602649,0.069536424,0.062809917,0.058370044,0.063207547,0.055326177
RF,"RandomForestClassifier(bootstrap=True, ccp_alpha=0.0, class_weight=None,
                       criterion='gini', max_depth=50, max_features='log2',
                       max_leaf_nodes=None, max_samples=None,
                       min_impurity_decrease=0.0, min_impurity_split=None,
                       min_samples_leaf=1, min_samples_split=10,
                       min_weight_fraction_leaf=0.0, n_estimators=100,
                       n_jobs=-1, oob_score=False, random_state=None, verbose=0,
                       warm_start=False)","{'max_depth': 50, 'max_features': 'sqrt', 'min_samples_split': 10, 'n_estimators': 100, 'n_jobs': -1}",0.640508332,0.121428571,0.207142857,0.285714286,0.385714286,0.457142857,0.6,0.112582781,0.09602649,0.066115702,0.059471366,0.060377358,0.069364162
KNN,"KNeighborsClassifier(algorithm='kd_tree', leaf_size=30, metric='minkowski',
                     metric_params=None, n_jobs=None, n_neighbors=100, p=2,
                     weights='distance')","{'algorithm': 'auto', 'n_neighbors': 100, 'weights': 'uniform'}",0.6403946,0.064285714,0.15,0.271428571,0.378571429,0.478571429,0.478571429,0.059602649,0.069536424,0.062809917,0.058370044,0.063207547,0.055326177
KNN,"KNeighborsClassifier(algorithm='kd_tree', leaf_size=30, metric='minkowski',
                     metric_params=None, n_jobs=None, n_neighbors=100, p=2,
                     weights='distance')","{'algorithm': 'kd_tree', 'n_neighbors': 100, 'weights': 'uniform'}",0.6403946,0.064285714,0.15,0.271428571,0.378571429,0.478571429,0.478571429,0.059602649,0.069536424,0.062809917,0.058370044,0.063207547,0.055326177
DT,"DecisionTreeClassifier(ccp_alpha=0.0, class_weight=None, criterion='entropy',
                       max_depth=100, max_features=None, max_leaf_nodes=None,
                       min_impurity_decrease=0.0, min_impurity_split=None,
                       min_samples_leaf=1, min_samples_split=10,
                       min_weight_fraction_leaf=0.0, presort='deprecated',
                       random_state=None, splitter='best')","{'criterion': 'entropy', 'max_depth': 10, 'min_samples_split': 2}",0.639492162,0.078571429,0.207142857,0.285714286,0.407142857,0.457142857,0.542857143,0.072847682,0.09602649,0.066115702,0.06277533,0.060377358,0.062758051
DT,"DecisionTreeClassifier(ccp_alpha=0.0, class_weight=None, criterion='entropy',
                       max_depth=100, max_features=None, max_leaf_nodes=None,
                       min_impurity_decrease=0.0, min_impurity_split=None,
                       min_samples_leaf=1, min_samples_split=10,
                       min_weight_fraction_leaf=0.0, presort='deprecated',
                       random_state=None, splitter='best')","{'criterion': 'entropy', 'max_depth': 10, 'min_samples_split': 5}",0.639492162,0.078571429,0.207142857,0.285714286,0.407142857,0.457142857,0.542857143,0.072847682,0.09602649,0.066115702,0.06277533,0.060377358,0.062758051
DT,"DecisionTreeClassifier(ccp_alpha=0.0, class_weight=None, criterion='entropy',
                       max_depth=100, max_features=None, max_leaf_nodes=None,
                       min_impurity_decrease=0.0, min_impurity_split=None,
                       min_samples_leaf=1, min_samples_split=10,
                       min_weight_fraction_leaf=0.0, presort='deprecated',
                       random_state=None, splitter='best')","{'criterion': 'entropy', 'max_depth': 10, 'min_samples_split': 10}",0.639492162,0.078571429,0.207142857,0.285714286,0.407142857,0.457142857,0.542857143,0.072847682,0.09602649,0.066115702,0.06277533,0.060377358,0.062758051
RF,"RandomForestClassifier(bootstrap=True, ccp_alpha=0.0, class_weight=None,
                       criterion='gini', max_depth=50, max_features='log2',
                       max_leaf_nodes=None, max_samples=None,
                       min_impurity_decrease=0.0, min_impurity_split=None,
                       min_samples_leaf=1, min_samples_split=10,
                       min_weight_fraction_leaf=0.0, n_estimators=100,
                       n_jobs=-1, oob_score=False, random_state=None, verbose=0,
                       warm_start=False)","{'max_depth': 50, 'max_features': 'log2', 'min_samples_split': 10, 'n_estimators': 100, 'n_jobs': -1}",0.639131187,0.135714286,0.207142857,0.285714286,0.385714286,0.478571429,0.55,0.125827815,0.09602649,0.066115702,0.059471366,0.063207547,0.063583815
KNN,"KNeighborsClassifier(algorithm='kd_tree', leaf_size=30, metric='minkowski',
                     metric_params=None, n_jobs=None, n_neighbors=100, p=2,
                     weights='distance')","{'algorithm': 'auto', 'n_neighbors': 50, 'weights': 'distance'}",0.638866637,0.085714286,0.135714286,0.321428571,0.464285714,0.471428571,0.471428571,0.079470199,0.062913907,0.074380165,0.071585903,0.062264151,0.054500413
KNN,"KNeighborsClassifier(algorithm='kd_tree', leaf_size=30, metric='minkowski',
                     metric_params=None, n_jobs=None, n_neighbors=100, p=2,
                     weights='distance')","{'algorithm': 'ball_tree', 'n_neighbors': 50, 'weights': 'distance'}",0.638866637,0.085714286,0.135714286,0.321428571,0.464285714,0.471428571,0.471428571,0.079470199,0.062913907,0.074380165,0.071585903,0.062264151,0.054500413
KNN,"KNeighborsClassifier(algorithm='kd_tree', leaf_size=30, metric='minkowski',
                     metric_params=None, n_jobs=None, n_neighbors=100, p=2,
                     weights='distance')","{'algorithm': 'kd_tree', 'n_neighbors': 50, 'weights': 'distance'}",0.638866637,0.085714286,0.135714286,0.321428571,0.464285714,0.471428571,0.471428571,0.079470199,0.062913907,0.074380165,0.071585903,0.062264151,0.054500413
RF,"RandomForestClassifier(bootstrap=True, ccp_alpha=0.0, class_weight=None,
                       criterion='gini', max_depth=50, max_features='log2',
                       max_leaf_nodes=None, max_samples=None,
                       min_impurity_decrease=0.0, min_impurity_split=None,
                       min_samples_leaf=1, min_samples_split=10,
                       min_weight_fraction_leaf=0.0, n_estimators=100,
                       n_jobs=-1, oob_score=False, random_state=None, verbose=0,
                       warm_start=False)","{'max_depth': 50, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 100, 'n_jobs': -1}",0.637328784,0.092857143,0.207142857,0.285714286,0.414285714,0.492857143,0.557142857,0.086092715,0.09602649,0.066115702,0.063876652,0.06509434,0.064409579
RF,"RandomForestClassifier(bootstrap=True, ccp_alpha=0.0, class_weight=None,
                       criterion='gini', max_depth=50, max_features='log2',
                       max_leaf_nodes=None, max_samples=None,
                       min_impurity_decrease=0.0, min_impurity_split=None,
                       min_samples_leaf=1, min_samples_split=10,
                       min_weight_fraction_leaf=0.0, n_estimators=100,
                       n_jobs=-1, oob_score=False, random_state=None, verbose=0,
                       warm_start=False)","{'max_depth': 50, 'max_features': 'sqrt', 'min_samples_split': 10, 'n_estimators': 10, 'n_jobs': -1}",0.636982644,0.078571429,0.171428571,0.292857143,0.407142857,0.492857143,0.542857143,0.072847682,0.079470199,0.067768595,0.06277533,0.06509434,0.062758051
RF,"RandomForestClassifier(bootstrap=True, ccp_alpha=0.0, class_weight=None,
                       criterion='gini', max_depth=50, max_features='log2',
                       max_leaf_nodes=None, max_samples=None,
                       min_impurity_decrease=0.0, min_impurity_split=None,
                       min_samples_leaf=1, min_samples_split=10,
                       min_weight_fraction_leaf=0.0, n_estimators=100,
                       n_jobs=-1, oob_score=False, random_state=None, verbose=0,
                       warm_start=False)","{'max_depth': 50, 'max_features': 'log2', 'min_samples_split': 10, 'n_estimators': 10, 'n_jobs': -1}",0.6366637,0.092857143,0.157142857,0.278571429,0.4,0.485714286,0.557142857,0.086092715,0.072847682,0.06446281,0.061674009,0.064150943,0.064409579
DT,"DecisionTreeClassifier(ccp_alpha=0.0, class_weight=None, criterion='entropy',
                       max_depth=100, max_features=None, max_leaf_nodes=None,
                       min_impurity_decrease=0.0, min_impurity_split=None,
                       min_samples_leaf=1, min_samples_split=10,
                       min_weight_fraction_leaf=0.0, presort='deprecated',
                       random_state=None, splitter='best')","{'criterion': 'gini', 'max_depth': 20, 'min_samples_split': 2}",0.636658755,0.107142857,0.207142857,0.285714286,0.407142857,0.457142857,0.564285714,0.099337748,0.09602649,0.066115702,0.06277533,0.060377358,0.065235343
DT,"DecisionTreeClassifier(ccp_alpha=0.0, class_weight=None, criterion='entropy',
                       max_depth=100, max_features=None, max_leaf_nodes=None,
                       min_impurity_decrease=0.0, min_impurity_split=None,
                       min_samples_leaf=1, min_samples_split=10,
                       min_weight_fraction_leaf=0.0, presort='deprecated',
                       random_state=None, splitter='best')","{'criterion': 'gini', 'max_depth': 20, 'min_samples_split': 5}",0.636658755,0.107142857,0.207142857,0.285714286,0.407142857,0.457142857,0.564285714,0.099337748,0.09602649,0.066115702,0.06277533,0.060377358,0.065235343
DT,"DecisionTreeClassifier(ccp_alpha=0.0, class_weight=None, criterion='entropy',
                       max_depth=100, max_features=None, max_leaf_nodes=None,
                       min_impurity_decrease=0.0, min_impurity_split=None,
                       min_samples_leaf=1, min_samples_split=10,
                       min_weight_fraction_leaf=0.0, presort='deprecated',
                       random_state=None, splitter='best')","{'criterion': 'gini', 'max_depth': 20, 'min_samples_split': 10}",0.636658755,0.107142857,0.207142857,0.285714286,0.407142857,0.457142857,0.564285714,0.099337748,0.09602649,0.066115702,0.06277533,0.060377358,0.065235343
DT,"DecisionTreeClassifier(ccp_alpha=0.0, class_weight=None, criterion='entropy',
                       max_depth=100, max_features=None, max_leaf_nodes=None,
                       min_impurity_decrease=0.0, min_impurity_split=None,
                       min_samples_leaf=1, min_samples_split=10,
                       min_weight_fraction_leaf=0.0, presort='deprecated',
                       random_state=None, splitter='best')","{'criterion': 'gini', 'max_depth': 50, 'min_samples_split': 2}",0.636658755,0.107142857,0.207142857,0.285714286,0.407142857,0.457142857,0.564285714,0.099337748,0.09602649,0.066115702,0.06277533,0.060377358,0.065235343
DT,"DecisionTreeClassifier(ccp_alpha=0.0, class_weight=None, criterion='entropy',
                       max_depth=100, max_features=None, max_leaf_nodes=None,
                       min_impurity_decrease=0.0, min_impurity_split=None,
                       min_samples_leaf=1, min_samples_split=10,
                       min_weight_fraction_leaf=0.0, presort='deprecated',
                       random_state=None, splitter='best')","{'criterion': 'gini', 'max_depth': 50, 'min_samples_split': 5}",0.636658755,0.107142857,0.207142857,0.285714286,0.407142857,0.457142857,0.564285714,0.099337748,0.09602649,0.066115702,0.06277533,0.060377358,0.065235343
DT,"DecisionTreeClassifier(ccp_alpha=0.0, class_weight=None, criterion='entropy',
                       max_depth=100, max_features=None, max_leaf_nodes=None,
                       min_impurity_decrease=0.0, min_impurity_split=None,
                       min_samples_leaf=1, min_samples_split=10,
                       min_weight_fraction_leaf=0.0, presort='deprecated',
                       random_state=None, splitter='best')","{'criterion': 'gini', 'max_depth': 50, 'min_samples_split': 10}",0.636658755,0.107142857,0.207142857,0.285714286,0.407142857,0.457142857,0.564285714,0.099337748,0.09602649,0.066115702,0.06277533,0.060377358,0.065235343
DT,"DecisionTreeClassifier(ccp_alpha=0.0, class_weight=None, criterion='entropy',
                       max_depth=100, max_features=None, max_leaf_nodes=None,
                       min_impurity_decrease=0.0, min_impurity_split=None,
                       min_samples_leaf=1, min_samples_split=10,
                       min_weight_fraction_leaf=0.0, presort='deprecated',
                       random_state=None, splitter='best')","{'criterion': 'gini', 'max_depth': 100, 'min_samples_split': 2}",0.636658755,0.107142857,0.207142857,0.285714286,0.407142857,0.457142857,0.564285714,0.099337748,0.09602649,0.066115702,0.06277533,0.060377358,0.065235343
DT,"DecisionTreeClassifier(ccp_alpha=0.0, class_weight=None, criterion='entropy',
                       max_depth=100, max_features=None, max_leaf_nodes=None,
                       min_impurity_decrease=0.0, min_impurity_split=None,
                       min_samples_leaf=1, min_samples_split=10,
                       min_weight_fraction_leaf=0.0, presort='deprecated',
                       random_state=None, splitter='best')","{'criterion': 'gini', 'max_depth': 100, 'min_samples_split': 5}",0.636658755,0.107142857,0.207142857,0.285714286,0.407142857,0.457142857,0.564285714,0.099337748,0.09602649,0.066115702,0.06277533,0.060377358,0.065235343
DT,"DecisionTreeClassifier(ccp_alpha=0.0, class_weight=None, criterion='entropy',
                       max_depth=100, max_features=None, max_leaf_nodes=None,
                       min_impurity_decrease=0.0, min_impurity_split=None,
                       min_samples_leaf=1, min_samples_split=10,
                       min_weight_fraction_leaf=0.0, presort='deprecated',
                       random_state=None, splitter='best')","{'criterion': 'gini', 'max_depth': 100, 'min_samples_split': 10}",0.636658755,0.107142857,0.207142857,0.285714286,0.407142857,0.457142857,0.564285714,0.099337748,0.09602649,0.066115702,0.06277533,0.060377358,0.065235343
DT,"DecisionTreeClassifier(ccp_alpha=0.0, class_weight=None, criterion='entropy',
                       max_depth=100, max_features=None, max_leaf_nodes=None,
                       min_impurity_decrease=0.0, min_impurity_split=None,
                       min_samples_leaf=1, min_samples_split=10,
                       min_weight_fraction_leaf=0.0, presort='deprecated',
                       random_state=None, splitter='best')","{'criterion': 'entropy', 'max_depth': 20, 'min_samples_split': 2}",0.636658755,0.107142857,0.207142857,0.285714286,0.407142857,0.457142857,0.564285714,0.099337748,0.09602649,0.066115702,0.06277533,0.060377358,0.065235343
DT,"DecisionTreeClassifier(ccp_alpha=0.0, class_weight=None, criterion='entropy',
                       max_depth=100, max_features=None, max_leaf_nodes=None,
                       min_impurity_decrease=0.0, min_impurity_split=None,
                       min_samples_leaf=1, min_samples_split=10,
                       min_weight_fraction_leaf=0.0, presort='deprecated',
                       random_state=None, splitter='best')","{'criterion': 'entropy', 'max_depth': 20, 'min_samples_split': 5}",0.636658755,0.107142857,0.207142857,0.285714286,0.407142857,0.457142857,0.564285714,0.099337748,0.09602649,0.066115702,0.06277533,0.060377358,0.065235343
DT,"DecisionTreeClassifier(ccp_alpha=0.0, class_weight=None, criterion='entropy',
                       max_depth=100, max_features=None, max_leaf_nodes=None,
                       min_impurity_decrease=0.0, min_impurity_split=None,
                       min_samples_leaf=1, min_samples_split=10,
                       min_weight_fraction_leaf=0.0, presort='deprecated',
                       random_state=None, splitter='best')","{'criterion': 'entropy', 'max_depth': 20, 'min_samples_split': 10}",0.636658755,0.107142857,0.207142857,0.285714286,0.407142857,0.457142857,0.564285714,0.099337748,0.09602649,0.066115702,0.06277533,0.060377358,0.065235343
DT,"DecisionTreeClassifier(ccp_alpha=0.0, class_weight=None, criterion='entropy',
                       max_depth=100, max_features=None, max_leaf_nodes=None,
                       min_impurity_decrease=0.0, min_impurity_split=None,
                       min_samples_leaf=1, min_samples_split=10,
                       min_weight_fraction_leaf=0.0, presort='deprecated',
                       random_state=None, splitter='best')","{'criterion': 'entropy', 'max_depth': 50, 'min_samples_split': 2}",0.636658755,0.107142857,0.207142857,0.285714286,0.407142857,0.457142857,0.564285714,0.099337748,0.09602649,0.066115702,0.06277533,0.060377358,0.065235343
DT,"DecisionTreeClassifier(ccp_alpha=0.0, class_weight=None, criterion='entropy',
                       max_depth=100, max_features=None, max_leaf_nodes=None,
                       min_impurity_decrease=0.0, min_impurity_split=None,
                       min_samples_leaf=1, min_samples_split=10,
                       min_weight_fraction_leaf=0.0, presort='deprecated',
                       random_state=None, splitter='best')","{'criterion': 'entropy', 'max_depth': 50, 'min_samples_split': 5}",0.636658755,0.107142857,0.207142857,0.285714286,0.407142857,0.457142857,0.564285714,0.099337748,0.09602649,0.066115702,0.06277533,0.060377358,0.065235343
DT,"DecisionTreeClassifier(ccp_alpha=0.0, class_weight=None, criterion='entropy',
                       max_depth=100, max_features=None, max_leaf_nodes=None,
                       min_impurity_decrease=0.0, min_impurity_split=None,
                       min_samples_leaf=1, min_samples_split=10,
                       min_weight_fraction_leaf=0.0, presort='deprecated',
                       random_state=None, splitter='best')","{'criterion': 'entropy', 'max_depth': 50, 'min_samples_split': 10}",0.636658755,0.107142857,0.207142857,0.285714286,0.407142857,0.457142857,0.564285714,0.099337748,0.09602649,0.066115702,0.06277533,0.060377358,0.065235343
DT,"DecisionTreeClassifier(ccp_alpha=0.0, class_weight=None, criterion='entropy',
                       max_depth=100, max_features=None, max_leaf_nodes=None,
                       min_impurity_decrease=0.0, min_impurity_split=None,
                       min_samples_leaf=1, min_samples_split=10,
                       min_weight_fraction_leaf=0.0, presort='deprecated',
                       random_state=None, splitter='best')","{'criterion': 'entropy', 'max_depth': 100, 'min_samples_split': 2}",0.636658755,0.107142857,0.207142857,0.285714286,0.407142857,0.457142857,0.564285714,0.099337748,0.09602649,0.066115702,0.06277533,0.060377358,0.065235343
DT,"DecisionTreeClassifier(ccp_alpha=0.0, class_weight=None, criterion='entropy',
                       max_depth=100, max_features=None, max_leaf_nodes=None,
                       min_impurity_decrease=0.0, min_impurity_split=None,
                       min_samples_leaf=1, min_samples_split=10,
                       min_weight_fraction_leaf=0.0, presort='deprecated',
                       random_state=None, splitter='best')","{'criterion': 'entropy', 'max_depth': 100, 'min_samples_split': 5}",0.636658755,0.107142857,0.207142857,0.285714286,0.407142857,0.457142857,0.564285714,0.099337748,0.09602649,0.066115702,0.06277533,0.060377358,0.065235343
DT,"DecisionTreeClassifier(ccp_alpha=0.0, class_weight=None, criterion='entropy',
                       max_depth=100, max_features=None, max_leaf_nodes=None,
                       min_impurity_decrease=0.0, min_impurity_split=None,
                       min_samples_leaf=1, min_samples_split=10,
                       min_weight_fraction_leaf=0.0, presort='deprecated',
                       random_state=None, splitter='best')","{'criterion': 'entropy', 'max_depth': 100, 'min_samples_split': 10}",0.636658755,0.107142857,0.207142857,0.285714286,0.407142857,0.457142857,0.564285714,0.099337748,0.09602649,0.066115702,0.06277533,0.060377358,0.065235343
RF,"RandomForestClassifier(bootstrap=True, ccp_alpha=0.0, class_weight=None,
                       criterion='gini', max_depth=50, max_features='log2',
                       max_leaf_nodes=None, max_samples=None,
                       min_impurity_decrease=0.0, min_impurity_split=None,
                       min_samples_leaf=1, min_samples_split=10,
                       min_weight_fraction_leaf=0.0, n_estimators=100,
                       n_jobs=-1, oob_score=False, random_state=None, verbose=0,
                       warm_start=False)","{'max_depth': 50, 'max_features': 'log2', 'min_samples_split': 2, 'n_estimators': 100, 'n_jobs': -1}",0.6343767,0.092857143,0.207142857,0.285714286,0.392857143,0.464285714,0.542857143,0.086092715,0.09602649,0.066115702,0.060572687,0.061320755,0.062758051
DT,"DecisionTreeClassifier(ccp_alpha=0.0, class_weight=None, criterion='entropy',
                       max_depth=100, max_features=None, max_leaf_nodes=None,
                       min_impurity_decrease=0.0, min_impurity_split=None,
                       min_samples_leaf=1, min_samples_split=10,
                       min_weight_fraction_leaf=0.0, presort='deprecated',
                       random_state=None, splitter='best')","{'criterion': 'gini', 'max_depth': 10, 'min_samples_split': 2}",0.634130693,0.078571429,0.207142857,0.285714286,0.407142857,0.457142857,0.542857143,0.072847682,0.09602649,0.066115702,0.06277533,0.060377358,0.062758051
DT,"DecisionTreeClassifier(ccp_alpha=0.0, class_weight=None, criterion='entropy',
                       max_depth=100, max_features=None, max_leaf_nodes=None,
                       min_impurity_decrease=0.0, min_impurity_split=None,
                       min_samples_leaf=1, min_samples_split=10,
                       min_weight_fraction_leaf=0.0, presort='deprecated',
                       random_state=None, splitter='best')","{'criterion': 'gini', 'max_depth': 10, 'min_samples_split': 5}",0.634130693,0.078571429,0.207142857,0.285714286,0.407142857,0.457142857,0.542857143,0.072847682,0.09602649,0.066115702,0.06277533,0.060377358,0.062758051
DT,"DecisionTreeClassifier(ccp_alpha=0.0, class_weight=None, criterion='entropy',
                       max_depth=100, max_features=None, max_leaf_nodes=None,
                       min_impurity_decrease=0.0, min_impurity_split=None,
                       min_samples_leaf=1, min_samples_split=10,
                       min_weight_fraction_leaf=0.0, presort='deprecated',
                       random_state=None, splitter='best')","{'criterion': 'gini', 'max_depth': 10, 'min_samples_split': 10}",0.633662167,0.078571429,0.207142857,0.285714286,0.407142857,0.457142857,0.542857143,0.072847682,0.09602649,0.066115702,0.06277533,0.060377358,0.062758051
RF,"RandomForestClassifier(bootstrap=True, ccp_alpha=0.0, class_weight=None,
                       criterion='gini', max_depth=50, max_features='log2',
                       max_leaf_nodes=None, max_samples=None,
                       min_impurity_decrease=0.0, min_impurity_split=None,
                       min_samples_leaf=1, min_samples_split=10,
                       min_weight_fraction_leaf=0.0, n_estimators=100,
                       n_jobs=-1, oob_score=False, random_state=None, verbose=0,
                       warm_start=False)","{'max_depth': 50, 'max_features': 'log2', 'min_samples_split': 2, 'n_estimators': 10, 'n_jobs': -1}",0.631726252,0.092857143,0.185714286,0.285714286,0.414285714,0.478571429,0.542857143,0.086092715,0.086092715,0.066115702,0.063876652,0.063207547,0.062758051
RF,"RandomForestClassifier(bootstrap=True, ccp_alpha=0.0, class_weight=None,
                       criterion='gini', max_depth=50, max_features='log2',
                       max_leaf_nodes=None, max_samples=None,
                       min_impurity_decrease=0.0, min_impurity_split=None,
                       min_samples_leaf=1, min_samples_split=10,
                       min_weight_fraction_leaf=0.0, n_estimators=100,
                       n_jobs=-1, oob_score=False, random_state=None, verbose=0,
                       warm_start=False)","{'max_depth': 50, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 10, 'n_jobs': -1}",0.630611185,0.107142857,0.171428571,0.285714286,0.407142857,0.457142857,0.528571429,0.099337748,0.079470199,0.066115702,0.06277533,0.060377358,0.061106524
KNN,"KNeighborsClassifier(algorithm='kd_tree', leaf_size=30, metric='minkowski',
                     metric_params=None, n_jobs=None, n_neighbors=100, p=2,
                     weights='distance')","{'algorithm': 'auto', 'n_neighbors': 100, 'weights': 'distance'}",0.629687732,0.078571429,0.128571429,0.285714286,0.385714286,0.45,0.5,0.072847682,0.059602649,0.066115702,0.059471366,0.059433962,0.057803468
KNN,"KNeighborsClassifier(algorithm='kd_tree', leaf_size=30, metric='minkowski',
                     metric_params=None, n_jobs=None, n_neighbors=100, p=2,
                     weights='distance')","{'algorithm': 'ball_tree', 'n_neighbors': 100, 'weights': 'distance'}",0.629687732,0.078571429,0.128571429,0.285714286,0.385714286,0.45,0.5,0.072847682,0.059602649,0.066115702,0.059471366,0.059433962,0.057803468
KNN,"KNeighborsClassifier(algorithm='kd_tree', leaf_size=30, metric='minkowski',
                     metric_params=None, n_jobs=None, n_neighbors=100, p=2,
                     weights='distance')","{'algorithm': 'kd_tree', 'n_neighbors': 100, 'weights': 'distance'}",0.629687732,0.078571429,0.128571429,0.285714286,0.385714286,0.45,0.5,0.072847682,0.059602649,0.066115702,0.059471366,0.059433962,0.057803468
SVM,"SVC(C=10, break_ties=False, cache_size=200, class_weight=None, coef0=0.0,
    decision_function_shape='ovr', degree=3, gamma='scale', kernel='linear',
    max_iter=-1, probability=True, random_state=0, shrinking=True, tol=0.001,
    verbose=False)","{'C': 0.001, 'kernel': 'linear'}",0.629124017,0.064285714,0.1,0.328571429,0.414285714,0.485714286,0.507142857,0.059602649,0.046357616,0.076033058,0.063876652,0.064150943,0.058629232
KNN,"KNeighborsClassifier(algorithm='kd_tree', leaf_size=30, metric='minkowski',
                     metric_params=None, n_jobs=None, n_neighbors=100, p=2,
                     weights='distance')","{'algorithm': 'auto', 'n_neighbors': 25, 'weights': 'uniform'}",0.626194185,0.007142857,0.207142857,0.207142857,0.371428571,0.371428571,0.371428571,0.006622517,0.09602649,0.047933884,0.057268722,0.049056604,0.042939719
KNN,"KNeighborsClassifier(algorithm='kd_tree', leaf_size=30, metric='minkowski',
                     metric_params=None, n_jobs=None, n_neighbors=100, p=2,
                     weights='distance')","{'algorithm': 'auto', 'n_neighbors': 25, 'weights': 'distance'}",0.626194185,0.007142857,0.207142857,0.207142857,0.371428571,0.371428571,0.371428571,0.006622517,0.09602649,0.047933884,0.057268722,0.049056604,0.042939719
KNN,"KNeighborsClassifier(algorithm='kd_tree', leaf_size=30, metric='minkowski',
                     metric_params=None, n_jobs=None, n_neighbors=100, p=2,
                     weights='distance')","{'algorithm': 'ball_tree', 'n_neighbors': 25, 'weights': 'uniform'}",0.626194185,0.007142857,0.207142857,0.207142857,0.371428571,0.371428571,0.371428571,0.006622517,0.09602649,0.047933884,0.057268722,0.049056604,0.042939719
KNN,"KNeighborsClassifier(algorithm='kd_tree', leaf_size=30, metric='minkowski',
                     metric_params=None, n_jobs=None, n_neighbors=100, p=2,
                     weights='distance')","{'algorithm': 'ball_tree', 'n_neighbors': 25, 'weights': 'distance'}",0.626194185,0.007142857,0.207142857,0.207142857,0.371428571,0.371428571,0.371428571,0.006622517,0.09602649,0.047933884,0.057268722,0.049056604,0.042939719
KNN,"KNeighborsClassifier(algorithm='kd_tree', leaf_size=30, metric='minkowski',
                     metric_params=None, n_jobs=None, n_neighbors=100, p=2,
                     weights='distance')","{'algorithm': 'kd_tree', 'n_neighbors': 25, 'weights': 'uniform'}",0.626194185,0.007142857,0.207142857,0.207142857,0.371428571,0.371428571,0.371428571,0.006622517,0.09602649,0.047933884,0.057268722,0.049056604,0.042939719
KNN,"KNeighborsClassifier(algorithm='kd_tree', leaf_size=30, metric='minkowski',
                     metric_params=None, n_jobs=None, n_neighbors=100, p=2,
                     weights='distance')","{'algorithm': 'kd_tree', 'n_neighbors': 25, 'weights': 'distance'}",0.626194185,0.007142857,0.207142857,0.207142857,0.371428571,0.371428571,0.371428571,0.006622517,0.09602649,0.047933884,0.057268722,0.049056604,0.042939719
